path,transcription,action,object,location
wavs/speakers/eLQ3mNg27GHLkDej/984e4a20-453d-11e9-b1e4-e5985dca719e.wav,Turn the bedroom heat up,increase,heat,bedroom
wavs/speakers/Gym5dABePPHA8mZK9/4ca956d0-45ee-11e9-aa19-e96346c3828f.wav,Turn the kitchen lights on,activate,lights,kitchen
wavs/speakers/kxgXN97ALmHbaezp/d28b1a90-4468-11e9-beaa-1f3e1eab7bff.wav,Bring me my socks,bring,socks,none
wavs/speakers/Xygv5loxdZtrywr9/46d1d350-452a-11e9-a843-8db76f4b5e29.wav,Switch on the washroom lights,activate,lights,washroom
wavs/speakers/AY5e3mMgZkIyG3Ox/2dd938e0-446f-11e9-a9a5-5dbec3b8816a.wav,Open language settings,change language,none,none
wavs/speakers/DMApMRmGq5hjkyvX/3efe5340-45db-11e9-81ce-69b74fd7e64e.wav,Louder phone,increase,volume,none
wavs/speakers/gNYvkbx3gof2Y3V9/92e8e6c0-44e4-11e9-bb82-bdba769643e7.wav,Less heat,decrease,heat,none
wavs/speakers/AY5e3mMgZkIyG3Ox/3f27c3a0-446f-11e9-a9a5-5dbec3b8816a.wav,OK now switch the main language to Chinese,change language,Chinese,none
wavs/speakers/M4ybygBlWqImBn9oZ/6b9e4190-454e-11e9-aa52-bf2189a03a60.wav,Turn sound up,increase,volume,none
wavs/speakers/mor8vDGkaOHzLLWBp/f275d180-453d-11e9-b1e4-e5985dca719e.wav,Lights on in the washroom,activate,lights,washroom
wavs/speakers/zZezMeg5XvcbRdg3/44dbd800-45e0-11e9-81ce-69b74fd7e64e.wav,Bring my shoes,bring,shoes,none
wavs/speakers/Rq9EA8dEeZcEwada2/ea5f08e0-45d8-11e9-81ce-69b74fd7e64e.wav,That's too quiet,increase,volume,none
wavs/speakers/xEYa2wgAQof3wyEO/e1d47ae0-4536-11e9-b1e4-e5985dca719e.wav,Lights on in the washroom,activate,lights,washroom
wavs/speakers/xEYa2wgAQof3wyEO/e13d3c90-4539-11e9-b1e4-e5985dca719e.wav,Increase the heating in the bathroom,increase,heat,washroom
wavs/speakers/d3erpmyk9yFlVyrZ/22859d70-460a-11e9-bc65-55b32b211b66.wav,Lights off,deactivate,lights,none
wavs/speakers/RjDBre8jzzhdr4YL/26c64960-4412-11e9-85a0-dd11eb2f13b6.wav,Washroom lights off,deactivate,lights,washroom
wavs/speakers/d2waAp3pEjiWgrDEY/0df72370-4519-11e9-9035-7943ec3b842a.wav,Turn down the heat,decrease,heat,none
wavs/speakers/ywE435j4gVizvw3R/d8503610-4501-11e9-a1ea-79ca03012c0e.wav,Decrease audio volume,decrease,volume,none
wavs/speakers/X4vEl3glp9urv4GN/fffd61d0-4540-11e9-b1e4-e5985dca719e.wav,Turn down the volume,decrease,volume,none
wavs/speakers/qNY4Qwveojc8jlm4/54afa620-44ce-11e9-a8b6-e96f2628bf65.wav,Increase the heating in the kitchen,increase,heat,kitchen
wavs/speakers/g2dnA9Wpvzi2WAmZ/8c11b290-4549-11e9-aa52-bf2189a03a60.wav,Get me some juice,bring,juice,none
wavs/speakers/AY5e3mMgZkIyG3Ox/20a0a100-446e-11e9-beaa-1f3e1eab7bff.wav,Stop music,deactivate,music,none
wavs/speakers/AvR9dePW88IynbaE/f8ae2370-4521-11e9-a843-8db76f4b5e29.wav,Set my phone's language to Korean,change language,Korean,none
wavs/speakers/xRQE5VD7rRHVdyvM/8fa0a540-45c3-11e9-8ec0-7bf21d1cfe30.wav,Bring some juice,bring,juice,none
wavs/speakers/EExgNZ9dvgTE3928/ba232fc0-4610-11e9-bc65-55b32b211b66.wav,Increase the temperature in the washroom,increase,heat,washroom
wavs/speakers/xwpvGaaWl5c3G5N3/7ec787b0-45ba-11e9-8ec0-7bf21d1cfe30.wav,Change the language,change language,none,none
wavs/speakers/oRrwPDNPlAieQr8Q/ac89f370-4521-11e9-a843-8db76f4b5e29.wav,Bring socks,bring,socks,none
wavs/speakers/oXjpaOq4wVUezb3x/8c122cc0-4512-11e9-9539-7f047cfe24d1.wav,OK now switch the main language to Korean,change language,Korean,none
wavs/speakers/X4vEl3glp9urv4GN/73e885c0-4541-11e9-b1e4-e5985dca719e.wav,Lights on in the bathroom,activate,lights,washroom
wavs/speakers/anvKyBjB5OiP5dYZ/d68efa70-4577-11e9-9600-8f19ade2128c.wav,Get me some juice,bring,juice,none
wavs/speakers/8e5qRjN7dGuovkRY/bcadc720-45a0-11e9-bf4b-216bfa333ac2.wav,Turn up the temperature in the kitchen,increase,heat,kitchen
wavs/speakers/DMApMRmGq5hjkyvX/f1c3d8a0-45d7-11e9-81ce-69b74fd7e64e.wav,I need volume,increase,volume,none
wavs/speakers/DMApMRmGq5hjkyvX/ee108a10-45d6-11e9-81ce-69b74fd7e64e.wav,Turn the lights off,deactivate,lights,none
wavs/speakers/M4ybygBlWqImBn9oZ/c0a09050-454c-11e9-aa52-bf2189a03a60.wav,Turn down the volume,decrease,volume,none
wavs/speakers/R3mXwwoaX9IoRVKe/c21ebe20-4547-11e9-aa52-bf2189a03a60.wav,Play,activate,music,none
wavs/speakers/anvKyBjB5OiP5dYZ/19b376c0-4576-11e9-9600-8f19ade2128c.wav,Turn on the kitchen lights,activate,lights,kitchen
wavs/speakers/Rq9EA8dEeZcEwada2/9da707e0-45d9-11e9-81ce-69b74fd7e64e.wav,Turn the heat up in the bathroom,increase,heat,washroom
wavs/speakers/anvKyBjB5OiP5dYZ/f86f2890-4577-11e9-9600-8f19ade2128c.wav,Fetch my shoes,bring,shoes,none
wavs/speakers/2BqVo8kVB2Skwgyb/2d859240-447d-11e9-a9a5-5dbec3b8816a.wav,Make it cooler,decrease,heat,none
wavs/speakers/xEYa2wgAQof3wyEO/3c462aa0-4537-11e9-b1e4-e5985dca719e.wav,Louder please,increase,volume,none
wavs/speakers/Xygv5loxdZtrywr9/4c8701d0-452a-11e9-a843-8db76f4b5e29.wav,Washroom lights on,activate,lights,washroom
wavs/speakers/73bEEYMKLwtmVwV43/5c016c00-452e-11e9-b1e4-e5985dca719e.wav,Turn down the bathroom temperature,decrease,heat,washroom
wavs/speakers/jgxq52DoPpsR9ZRx/e5577830-4517-11e9-9035-7943ec3b842a.wav,Lights off in the washroom,deactivate,lights,washroom
wavs/speakers/d2waAp3pEjiWgrDEY/b8f0d280-4519-11e9-9035-7943ec3b842a.wav,Bedroom lights off,deactivate,lights,bedroom
wavs/speakers/zZezMeg5XvcbRdg3/99cafba0-45d8-11e9-81ce-69b74fd7e64e.wav,Get me my socks,bring,socks,none
wavs/speakers/W7LeKXje7QhZlLKe/af660920-4554-11e9-aa52-bf2189a03a60.wav,Could you increase the heating?,increase,heat,none
wavs/speakers/oXjpaOq4wVUezb3x/f41af6d0-450d-11e9-9539-7f047cfe24d1.wav,Turn the lights off,deactivate,lights,none
wavs/speakers/zZezMeg5XvcbRdg3/e3cec730-45d9-11e9-81ce-69b74fd7e64e.wav,Turn the lamp off,deactivate,lamp,none
wavs/speakers/g2dnA9Wpvzi2WAmZ/2a3a1710-4549-11e9-aa52-bf2189a03a60.wav,Turn down the heat in the washroom,decrease,heat,washroom
wavs/speakers/mor8vDGkaOHzLLWBp/e17e9910-453e-11e9-b1e4-e5985dca719e.wav,Turn down the temperature in the bedroom,decrease,heat,bedroom
wavs/speakers/WYmlNV2rDkSaALOE/d23cb4a0-4435-11e9-beaa-1f3e1eab7bff.wav,Turn the lights on in the kitchen,activate,lights,kitchen
wavs/speakers/gvKeNY2D3Rs2jRdL/47371040-4597-11e9-bf4b-216bfa333ac2.wav,Turn down the temperature in the bedroom,decrease,heat,bedroom
wavs/speakers/DMApMRmGq5hjkyvX/685c13d0-45db-11e9-81ce-69b74fd7e64e.wav,Decrease the volume,decrease,volume,none
wavs/speakers/KqDyvgWm4Wh8ZDM7/78d0a2e0-44d6-11e9-a8b6-e96f2628bf65.wav,Volume max,increase,volume,none
wavs/speakers/RjDBre8jzzhdr4YL/787e6340-441d-11e9-beaa-1f3e1eab7bff.wav,Turn down the washroom temperature,decrease,heat,washroom
wavs/speakers/Z7BXPnplxGUjZdmBZ/22f105f0-44f8-11e9-a1ea-79ca03012c0e.wav,Bathroom heat up,increase,heat,washroom
wavs/speakers/wa3mwLV3ldIqnGnV/54e821a0-44d6-11e9-a8b6-e96f2628bf65.wav,"This video sound is too low, turn up the volume",increase,volume,none
wavs/speakers/ro5AaKwypZIqNEp2/4e226390-4480-11e9-a9a5-5dbec3b8816a.wav,Louder phone,increase,volume,none
wavs/speakers/EExgNZ9dvgTE3928/ff9af570-460f-11e9-bc65-55b32b211b66.wav,Increase the volume,increase,volume,none
wavs/speakers/kNnmb7MdArswxLYw/81f6ad20-45f2-11e9-aa19-e96346c3828f.wav,Switch on the lights in the kitchen,activate,lights,kitchen
wavs/speakers/xwpvGaaWl5c3G5N3/abdedfc0-45b8-11e9-8ec0-7bf21d1cfe30.wav,Lights on in the bathroom,activate,lights,washroom
wavs/speakers/ppzZqYxGkESMdA5Az/53d73a60-4474-11e9-a9a5-5dbec3b8816a.wav,Put on the music,activate,music,none
wavs/speakers/7NEaXjeLX3sg3yDB/d6fea5a0-454a-11e9-aa52-bf2189a03a60.wav,Switch the kitchen lights on,activate,lights,kitchen
wavs/speakers/EExgNZ9dvgTE3928/bbad2e50-4614-11e9-bc65-55b32b211b66.wav,Bring me my socks,bring,socks,none
wavs/speakers/7NEaXjeLX3sg3yDB/9b6a8070-454c-11e9-aa52-bf2189a03a60.wav,Go get me my socks,bring,socks,none
wavs/speakers/n5XllaB4gZFwZXkBz/c150c5e0-45ee-11e9-aa19-e96346c3828f.wav,Turn the washroom lights on,activate,lights,washroom
wavs/speakers/R3mXwwoaX9IoRVKe/b6292200-4550-11e9-aa52-bf2189a03a60.wav,Lower the volume,decrease,volume,none
wavs/speakers/oXjpaOq4wVUezb3x/4ced6390-4510-11e9-9539-7f047cfe24d1.wav,OK now switch the main language to German,change language,German,none
wavs/speakers/WYmlNV2rDkSaALOE/890d7a50-4438-11e9-beaa-1f3e1eab7bff.wav,Set language to Korean,change language,Korean,none
wavs/speakers/qNY4Qwveojc8jlm4/ae652740-44cd-11e9-a8b6-e96f2628bf65.wav,Switch on the lights in the kitchen,activate,lights,kitchen
wavs/speakers/qNY4Qwveojc8jlm4/04044050-44ce-11e9-a8b6-e96f2628bf65.wav,Louder please,increase,volume,none
wavs/speakers/d3erpmyk9yFlVyrZ/595e6800-4609-11e9-bc65-55b32b211b66.wav,OK now switch the main language to Chinese,change language,Chinese,none
wavs/speakers/anvKyBjB5OiP5dYZ/7a297f10-4579-11e9-9600-8f19ade2128c.wav,Kitchen lights on,activate,lights,kitchen
wavs/speakers/LR5vdbQgp3tlMBzB/fc602650-45ce-11e9-9992-dfba019cb646.wav,Increase the sound volume,increase,volume,none
wavs/speakers/ZebMRl5Z7dhrPKRD/e85e6d70-4555-11e9-aa52-bf2189a03a60.wav,"It’s too loud, turn it down",decrease,volume,none
wavs/speakers/7NEaXjeLX3sg3yDB/b58835d0-454a-11e9-aa52-bf2189a03a60.wav,Turn the lamp on,activate,lamp,none
wavs/speakers/Gym5dABePPHA8mZK9/7fa235d0-45f2-11e9-aa19-e96346c3828f.wav,Set language to English,change language,English,none
wavs/speakers/xwzgmmv5ZOiVaxXz/3015b720-453a-11e9-b1e4-e5985dca719e.wav,Turn the lights on in the kitchen,activate,lights,kitchen
wavs/speakers/xwzgmmv5ZOiVaxXz/0f3d3f90-453b-11e9-b1e4-e5985dca719e.wav,Increase the sound,increase,volume,none
wavs/speakers/M4ybygBlWqImBn9oZ/1b209f50-454a-11e9-aa52-bf2189a03a60.wav,Bedroom lights on,activate,lights,bedroom
wavs/speakers/gNYvkbx3gof2Y3V9/b295af90-44e3-11e9-bb82-bdba769643e7.wav,Increase the volume,increase,volume,none
wavs/speakers/neaPN7GbBEUex8rV/18889ba0-45d4-11e9-9992-dfba019cb646.wav,Turn the volume down,decrease,volume,none
wavs/speakers/g2dnA9Wpvzi2WAmZ/d52754f0-4547-11e9-aa52-bf2189a03a60.wav,I can't hear that,increase,volume,none
wavs/speakers/xPZw23VxroC3N34k/9766c260-4513-11e9-9539-7f047cfe24d1.wav,Bring me some juice,bring,juice,none
wavs/speakers/5BEzPgPKe8taG9OB/d2d4c9e0-457d-11e9-9600-8f19ade2128c.wav,Turn up the temperature,increase,heat,none
wavs/speakers/WYmlNV2rDkSaALOE/6cf016a0-4435-11e9-beaa-1f3e1eab7bff.wav,Set my phone's language to Chinese,change language,Chinese,none
wavs/speakers/52XVOeXMXYuaElyw/f3e01c30-45c7-11e9-8ec0-7bf21d1cfe30.wav,Change the language,change language,none,none
wavs/speakers/zZezMeg5XvcbRdg3/09433fa0-45da-11e9-81ce-69b74fd7e64e.wav,Lights on in the kitchen,activate,lights,kitchen
wavs/speakers/9EWlVBQo9rtqRYdy/1b6bb830-45f1-11e9-aa19-e96346c3828f.wav,Turn the washroom lights off,deactivate,lights,washroom
wavs/speakers/xwzgmmv5ZOiVaxXz/bc9e8de0-453d-11e9-b1e4-e5985dca719e.wav,Change the language,change language,none,none
wavs/speakers/8e5qRjN7dGuovkRY/7354cfa0-45a1-11e9-bf4b-216bfa333ac2.wav,Resume music,activate,music,none
wavs/speakers/kxgXN97ALmHbaezp/f6bf5cc0-4466-11e9-beaa-1f3e1eab7bff.wav,Play,activate,music,none
wavs/speakers/G3QxQd7qGRuXAZda/78b010f0-45e6-11e9-b578-494a5b19ab8b.wav,Turn sound up,increase,volume,none
wavs/speakers/73bEEYMKLwtmVwV43/e027ef40-4529-11e9-a843-8db76f4b5e29.wav,Turn down the temperature in the kitchen,decrease,heat,kitchen
wavs/speakers/W7LeKXje7QhZlLKe/a6b3d930-4552-11e9-aa52-bf2189a03a60.wav,Lights on,activate,lights,none
wavs/speakers/R3mexpM2YAtdPbL7/f7be9320-44fc-11e9-a1ea-79ca03012c0e.wav,Heat up,increase,heat,none
wavs/speakers/DMApMRmGq5hjkyvX/f59f3e10-45d7-11e9-81ce-69b74fd7e64e.wav,Louder phone,increase,volume,none
wavs/speakers/M4ybygBlWqImBn9oZ/cd783190-454f-11e9-aa52-bf2189a03a60.wav,Kitchen heat down,decrease,heat,kitchen
wavs/speakers/gvKeNY2D3Rs2jRdL/79cf4060-4595-11e9-9600-8f19ade2128c.wav,"This video sound is too low, turn up the volume",increase,volume,none
wavs/speakers/R3mexpM2YAtdPbL7/acf96170-44fd-11e9-a1ea-79ca03012c0e.wav,Stop music,deactivate,music,none
wavs/speakers/AY5e3mMgZkIyG3Ox/2cbd8c80-446b-11e9-beaa-1f3e1eab7bff.wav,Volume lower,decrease,volume,none
wavs/speakers/W4XOzzNEbrtZz4dW/31313f10-44d3-11e9-a8b6-e96f2628bf65.wav,Turn up the washroom temperature,increase,heat,washroom
wavs/speakers/gvKeNY2D3Rs2jRdL/db0e8190-4597-11e9-bf4b-216bfa333ac2.wav,Change the language,change language,none,none
wavs/speakers/qNY4Qwveojc8jlm4/d089f820-44d0-11e9-a8b6-e96f2628bf65.wav,Turn down the bedroom heat,decrease,heat,bedroom
wavs/speakers/73bEEYMKLwtmVwV43/1d843800-452d-11e9-b1e4-e5985dca719e.wav,Bedroom lights off,deactivate,lights,bedroom
wavs/speakers/KqDyvgWm4Wh8ZDM7/b2c2fbc0-44d0-11e9-a8b6-e96f2628bf65.wav,Turn the volume up,increase,volume,none
wavs/speakers/ZebMRl5Z7dhrPKRD/9a76c610-4556-11e9-aa52-bf2189a03a60.wav,Turn up the bathroom temperature,increase,heat,washroom
wavs/speakers/anvKyBjB5OiP5dYZ/56cc5540-4576-11e9-9600-8f19ade2128c.wav,Bathroom lights on,activate,lights,washroom
wavs/speakers/ro5AaKwypZIqNEp2/f049bb10-447f-11e9-a9a5-5dbec3b8816a.wav,Turn the kitchen lights on,activate,lights,kitchen
wavs/speakers/Z7BXPnplxGUjZdmBZ/74bd6c20-44f8-11e9-a1ea-79ca03012c0e.wav,Play music,activate,music,none
wavs/speakers/W4XOzzNEbrtZz4dW/22154bc0-44d3-11e9-a8b6-e96f2628bf65.wav,Turn up the bedroom heat,increase,heat,bedroom
wavs/speakers/W4XOzzNEbrtZz4dW/ca4ff420-44ce-11e9-a8b6-e96f2628bf65.wav,Turn off the music,deactivate,music,none
wavs/speakers/kNnmb7MdArswxLYw/ba4b8d30-45ed-11e9-aa19-e96346c3828f.wav,Increase the temperature in the kitchen,increase,heat,kitchen
wavs/speakers/WYmlNV2rDkSaALOE/9dac4180-4438-11e9-beaa-1f3e1eab7bff.wav,Set my phone's language to German,change language,German,none
wavs/speakers/d3erpmyk9yFlVyrZ/ac2d3f80-4608-11e9-bc65-55b32b211b66.wav,Turn down the heat in the kitchen,decrease,heat,kitchen
wavs/speakers/eL2w4ZBD7liA85wm/c05d9460-440e-11e9-85a0-dd11eb2f13b6.wav,Make the music softer,decrease,volume,none
wavs/speakers/g2dnA9Wpvzi2WAmZ/02b3b920-454a-11e9-aa52-bf2189a03a60.wav,Set language to Korean,change language,Korean,none
wavs/speakers/W4XOzzNEbrtZz4dW/8c0210b0-44d1-11e9-a8b6-e96f2628bf65.wav,Lights on,activate,lights,none
wavs/speakers/G3QxQd7qGRuXAZda/cee2cc90-45e8-11e9-b578-494a5b19ab8b.wav,Switch off the lights in the bedroom,deactivate,lights,bedroom
wavs/speakers/KqDyvgWm4Wh8ZDM7/7dc0a210-44d5-11e9-a8b6-e96f2628bf65.wav,Play,activate,music,none
wavs/speakers/2ojo7YRL7Gck83Z3/1d238a10-45e0-11e9-81ce-69b74fd7e64e.wav,Decrease the temperature in the bedroom,decrease,heat,bedroom
wavs/speakers/zZezMeg5XvcbRdg3/6b77bda0-45d9-11e9-81ce-69b74fd7e64e.wav,Turn the lights off,deactivate,lights,none
wavs/speakers/Gym5dABePPHA8mZK9/8e24fdc0-45ef-11e9-aa19-e96346c3828f.wav,Turn down the heat in the bathroom,decrease,heat,washroom
wavs/speakers/zaEBPeMY4NUbDnZy/48b6fff0-44db-11e9-a8b6-e96f2628bf65.wav,"I need to hear this, increase the volume",increase,volume,none
wavs/speakers/5BEzPgPKe8taG9OB/66d7c9f0-457c-11e9-9600-8f19ade2128c.wav,"I need to hear this, increase the volume",increase,volume,none
wavs/speakers/G3QxQd7qGRuXAZda/f3b5fbf0-45e8-11e9-b578-494a5b19ab8b.wav,I need volume,increase,volume,none
wavs/speakers/zaEBPeMY4NUbDnZy/b4990860-44dd-11e9-a8b6-e96f2628bf65.wav,Make it cooler,decrease,heat,none
wavs/speakers/Xygv5loxdZtrywr9/aecd8bc0-452a-11e9-a843-8db76f4b5e29.wav,Louder,increase,volume,none
wavs/speakers/d2waAp3pEjiWgrDEY/84f58560-451a-11e9-9035-7943ec3b842a.wav,Turn the heat up in the washroom,increase,heat,washroom
wavs/speakers/Xygv5loxdZtrywr9/0eeed9d0-452d-11e9-b1e4-e5985dca719e.wav,Get me my socks,bring,socks,none
wavs/speakers/gNYvkbx3gof2Y3V9/479ad600-44e5-11e9-bb82-bdba769643e7.wav,Allow a different language,change language,none,none
wavs/speakers/zwKdl7Z2VRudGj2L/a169bfd0-4516-11e9-9035-7943ec3b842a.wav,Turn down the bathroom temperature,decrease,heat,washroom
wavs/speakers/kNnmb7MdArswxLYw/509214a0-45ec-11e9-aa19-e96346c3828f.wav,Switch on the lights,activate,lights,none
wavs/speakers/kNnmb7MdArswxLYw/89a12ab0-45ec-11e9-aa19-e96346c3828f.wav,Turn the temperature down,decrease,heat,none
wavs/speakers/ppzZqYxGkESMdA5Az/ead56720-4474-11e9-a9a5-5dbec3b8816a.wav,Switch off the washroom lights,deactivate,lights,washroom
wavs/speakers/xEYa2wgAQof3wyEO/c7d85ea0-4535-11e9-b1e4-e5985dca719e.wav,Set my phone's language to English,change language,English,none
wavs/speakers/5BEzPgPKe8taG9OB/f69bd5e0-457c-11e9-9600-8f19ade2128c.wav,Decrease the temperature in the kitchen,decrease,heat,kitchen
wavs/speakers/ppzZqYxGkESMdA5Az/bb238e10-4476-11e9-a9a5-5dbec3b8816a.wav,Go get me my socks,bring,socks,none
wavs/speakers/ywE435j4gVizvw3R/7494e670-4501-11e9-a1ea-79ca03012c0e.wav,Kitchen lights off,deactivate,lights,kitchen
wavs/speakers/G3QxQd7qGRuXAZda/d511d0e0-45e6-11e9-b578-494a5b19ab8b.wav,Increase the heating,increase,heat,none
wavs/speakers/n5XllaB4gZFwZXkBz/44cf9aa0-45ee-11e9-aa19-e96346c3828f.wav,Put on the music,activate,music,none
wavs/speakers/5BEzPgPKe8taG9OB/b21c6800-457f-11e9-9600-8f19ade2128c.wav,I need to practice my English. Switch the language,change language,English,none
wavs/speakers/ppzZqYxGkESMdA5Az/50becc40-4473-11e9-a9a5-5dbec3b8816a.wav,Bring shoes,bring,shoes,none
wavs/speakers/gvKeNY2D3Rs2jRdL/58a271d0-4597-11e9-bf4b-216bfa333ac2.wav,Bedroom heat down,decrease,heat,bedroom
wavs/speakers/AvR9dePW88IynbaE/5c06e0b0-4522-11e9-a843-8db76f4b5e29.wav,Stop the music,deactivate,music,none
wavs/speakers/DMApMRmGq5hjkyvX/62ef91a0-45dc-11e9-81ce-69b74fd7e64e.wav,Fetch my shoes,bring,shoes,none
wavs/speakers/NWAAAQQZDXC5b9Mk/6a9d43a0-444e-11e9-beaa-1f3e1eab7bff.wav,Turn down the temperature,decrease,heat,none
wavs/speakers/9Gmnwa5W9PIwaoKq/f2f47b20-45b0-11e9-bf4b-216bfa333ac2.wav,Turn down the heat,decrease,heat,none
wavs/speakers/R3mexpM2YAtdPbL7/d216d8e0-4500-11e9-a1ea-79ca03012c0e.wav,Change system language,change language,none,none
wavs/speakers/Xygv5loxdZtrywr9/8d7a4410-4519-11e9-9035-7943ec3b842a.wav,Increase the temperature,increase,heat,none
wavs/speakers/n5XllaB4gZFwZXkBz/c9d86690-45f4-11e9-aa19-e96346c3828f.wav,Resume music,activate,music,none
wavs/speakers/RjDBre8jzzhdr4YL/831e5310-4417-11e9-85a0-dd11eb2f13b6.wav,Put on the music,activate,music,none
wavs/speakers/mor8vDGkaOHzLLWBp/0e19e680-4541-11e9-b1e4-e5985dca719e.wav,Lower the volume,decrease,volume,none
wavs/speakers/G3QxQd7qGRuXAZda/eb4249b0-45e8-11e9-b578-494a5b19ab8b.wav,Volume max,increase,volume,none
wavs/speakers/9EWlVBQo9rtqRYdy/2e1243c0-45ef-11e9-aa19-e96346c3828f.wav,Lights off in the bedroom,deactivate,lights,bedroom
wavs/speakers/gNYvkbx3gof2Y3V9/1ff163e0-44df-11e9-a8b6-e96f2628bf65.wav,Turn the bathroom lights on,activate,lights,washroom
wavs/speakers/52XVOeXMXYuaElyw/2994f5a0-45c6-11e9-8ec0-7bf21d1cfe30.wav,Washroom lights on,activate,lights,washroom
wavs/speakers/DWmlpyg93YCXAXgE/df5db6b0-4503-11e9-a1ea-79ca03012c0e.wav,Turn off the lamp,deactivate,lamp,none
wavs/speakers/2BqVo8kVB2Skwgyb/54942f80-4479-11e9-a9a5-5dbec3b8816a.wav,"This video sound is too low, turn up the volume",increase,volume,none
wavs/speakers/Rq9EA8dEeZcEwada2/cf6d1390-45da-11e9-81ce-69b74fd7e64e.wav,I need to practice my Korean. Switch the language,change language,Korean,none
wavs/speakers/zwKdl7Z2VRudGj2L/a6b83d40-4516-11e9-9035-7943ec3b842a.wav,Turn down the heat in the bathroom,decrease,heat,washroom
wavs/speakers/W4XOzzNEbrtZz4dW/0759baa0-44d3-11e9-a8b6-e96f2628bf65.wav,Increase the temperature in the kitchen,increase,heat,kitchen
wavs/speakers/M4ybygBlWqImBn9oZ/3dfb7260-4550-11e9-aa52-bf2189a03a60.wav,Bring juice,bring,juice,none
wavs/speakers/gNYvkbx3gof2Y3V9/2e0969d0-44e1-11e9-bb82-bdba769643e7.wav,Less heat,decrease,heat,none
wavs/speakers/kNnmb7MdArswxLYw/4a16e190-45ed-11e9-aa19-e96346c3828f.wav,That's too quiet,increase,volume,none
wavs/speakers/gNYvkbx3gof2Y3V9/59d352f0-44e2-11e9-bb82-bdba769643e7.wav,Set my phone's language to German,change language,German,none
wavs/speakers/AY5e3mMgZkIyG3Ox/e82da3e0-446d-11e9-beaa-1f3e1eab7bff.wav,Decrease the heating in the kitchen,decrease,heat,kitchen
wavs/speakers/AY5e3mMgZkIyG3Ox/6cc3ee00-446b-11e9-beaa-1f3e1eab7bff.wav,Bedroom heat up,increase,heat,bedroom
wavs/speakers/jgxq52DoPpsR9ZRx/87bc0a50-4518-11e9-9035-7943ec3b842a.wav,Turn the bedroom heat up,increase,heat,bedroom
wavs/speakers/R3mexpM2YAtdPbL7/9d450940-44fe-11e9-a1ea-79ca03012c0e.wav,Set my phone's language to English,change language,English,none
wavs/speakers/M4ybygBlWqImBn9oZ/e592d5e0-454b-11e9-aa52-bf2189a03a60.wav,Allow a different language,change language,none,none
wavs/speakers/kNnmb7MdArswxLYw/3ba39810-45f2-11e9-aa19-e96346c3828f.wav,Turn the heat up,increase,heat,none
wavs/speakers/ro5AaKwypZIqNEp2/38cf7220-4481-11e9-a9a5-5dbec3b8816a.wav,Bring some juice,bring,juice,none
wavs/speakers/EExgNZ9dvgTE3928/1e031e60-4611-11e9-bc65-55b32b211b66.wav,Decrease the heating in the bedroom,decrease,heat,bedroom
wavs/speakers/EExgNZ9dvgTE3928/d7bde170-460f-11e9-bc65-55b32b211b66.wav,Switch the bedroom lights off,deactivate,lights,bedroom
wavs/speakers/g2dnA9Wpvzi2WAmZ/3b267a10-4548-11e9-aa52-bf2189a03a60.wav,Could you increase the heating?,increase,heat,none
wavs/speakers/g2dnA9Wpvzi2WAmZ/0b65ace0-454a-11e9-aa52-bf2189a03a60.wav,Set my device to Chinese,change language,Chinese,none
wavs/speakers/RjDBre8jzzhdr4YL/cb8856b0-4416-11e9-85a0-dd11eb2f13b6.wav,Set my phone's language to German,change language,German,none
wavs/speakers/2ojo7YRL7Gck83Z3/d46c5400-45e4-11e9-b578-494a5b19ab8b.wav,Bedroom heat down,decrease,heat,bedroom
wavs/speakers/anvKyBjB5OiP5dYZ/9a501650-4579-11e9-9600-8f19ade2128c.wav,Washroom lights on,activate,lights,washroom
wavs/speakers/xwpvGaaWl5c3G5N3/941c23a0-45b5-11e9-8ec0-7bf21d1cfe30.wav,Turn up the temperature in the bedroom,increase,heat,bedroom
wavs/speakers/W4XOzzNEbrtZz4dW/9b624ae0-44cf-11e9-a8b6-e96f2628bf65.wav,Louder please,increase,volume,none
wavs/speakers/xRQE5VD7rRHVdyvM/2ba43550-45c0-11e9-8ec0-7bf21d1cfe30.wav,Turn up the temperature,increase,heat,none
wavs/speakers/oRrwPDNPlAieQr8Q/68c3cad0-4521-11e9-a843-8db76f4b5e29.wav,Turn the temperature down in the bathroom,decrease,heat,washroom
wavs/speakers/8e5qRjN7dGuovkRY/520676b0-45a0-11e9-bf4b-216bfa333ac2.wav,Increase the sound volume,increase,volume,none
wavs/speakers/ObdQbr9wyDfbmW4E/0a916aa0-4452-11e9-beaa-1f3e1eab7bff.wav,Turn up the temperature in the bedroom,increase,heat,bedroom
wavs/speakers/anvKyBjB5OiP5dYZ/88f45710-4577-11e9-9600-8f19ade2128c.wav,Turn the bedroom heat down,decrease,heat,bedroom
wavs/speakers/RjDBre8jzzhdr4YL/8c7b8ce0-4415-11e9-85a0-dd11eb2f13b6.wav,Decrease the temperature in the washroom,decrease,heat,washroom
wavs/speakers/neaPN7GbBEUex8rV/15e41310-45d5-11e9-9992-dfba019cb646.wav,Volume lower,decrease,volume,none
wavs/speakers/52XVOeXMXYuaElyw/6b3095c0-45c9-11e9-8ec0-7bf21d1cfe30.wav,Increase the sound,increase,volume,none
